license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date
30593,2086134,Pipe and Leaf: Premium Alaskan Cannabis,Retail Marijuana Store,Active-Operating,"899 Old Steese Highway, Fairbanks, AK 99709, UNITED STATES",Pipe and Leaf: Premium Alaskan Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-03-24T22:01:20.007861
30783,2124851,Wobbly Moose,Retail Marijuana Store,Active-Operating,"1036 E. 4TH AVE., Anchorage, AK 99501, UNITED STATES",Wobbly Moose,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-03-24T22:01:20.007861
30822,2138622,Copper Nugget,Retail Marijuana Store,Delegated,"Lot 3 Block 1, Laurence Barrett, Addition to, Townsite of McCarthy, McCarthy, AK 99588, UNITED STATES",Copper Nugget,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Laurence Barrett,Addition to,,,2024-03-24T22:01:20.007861
30838,2138318,Stash Cannabis Company,Retail Marijuana Store,Active-Operating,"12825 W. Big Lake Road, Building #2, Big Lake, AK 99654, UNITED STATES",Stash Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Big Lake,,,2024-03-24T22:01:20.007861
30974,2139373,"Green Jar Hatcher Pass, LLC",Retail Marijuana Store,Active-Operating,"9351 N Palmer Fishhook Rd, Palmer, AK 99645, UNITED STATES","Green Jar Hatcher Pass, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,2024-03-24T22:01:20.007861
31005,2139604,Green Growcer,Retail Marijuana Store,Delegated,"2835 Rose Street, Unit 1 (same as unit A), Anchorage, AK 99508, UNITED STATES",Green Growcer,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 1 (same as unit A),Anchorage,,,2024-03-24T22:01:20.007861
31417,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Delegated,"5305 E Northern Lights BLVD, Anchorage, AK 99508, UNITED STATES",Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99508,,,2024-03-24T22:01:20.007861
31418,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Active-Operating,"4707 Spenard Rd, Anchorage, AK 99517, UNITED STATES",Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99517,,,2024-03-24T22:01:20.007861
32116,2148469,Fort Green Alaska,Retail Marijuana Store,Delegated,"7821 W. Parks Hwy, Upper Level, Wasilla, AK 99623, UNITED STATES",Fort Green Alaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Upper Level,Wasilla,,,2024-03-24T22:01:20.007861
32241,2175221,Arctic Cannabis LLC,Retail Marijuana Store,Active-Operating,"476 Egasak Street, Unit A, Barrow, AK 99723, UNITED STATES",Arctic Cannabis LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit A,Barrow,,,2024-03-24T22:01:20.007861
32368,2150305,AK Legend's The Dispensary,Retail Marijuana Store,Active-Pending Inspection,"7750 King St, Anchorage, AK 99518, UNITED STATES",AK Legend's The Dispensary,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,,,2024-03-24T22:01:20.007861
32424,2091408,CANNABLISS,Retail Marijuana Store,Delegated,"149 Muldoon Rd., Anchorage, AK 99504, UNITED STATES",CANNABLISS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,,,2024-03-24T22:01:20.007861
32759,2153479,Northern Emerald,Retail Marijuana Store,Delegated,"2803 S. Old Glenn Hwy, Building #2, Palmer, AK 99645, UNITED STATES",Northern Emerald,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Palmer,,,2024-03-24T22:01:20.007861
32773,2151613,Red's Outpost,Retail Marijuana Store,Active-Operating,"41790 Sterling Highway, Soldotna, AK 99669, UNITED STATES",Red's Outpost,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-03-24T22:01:20.007861
32848,2154335,Shoreline Cannabis,Retail Marijuana Store,Delegated,"4200 E Snider Rd., Wasilla, AK 99654, UNITED STATES",Shoreline Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-03-24T22:01:20.007861
33236,2157350,Kachemak Cannabis,Retail Marijuana Store,Active-Operating,"3585 East End Road, Suite #3, Homer, AK 99603, UNITED STATES",Kachemak Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite #3,Homer,,,2024-03-24T22:01:20.007861
33270,2147610,Treadwell Herb Company LLC,Retail Marijuana Store,Active-Operating,"824 Front Street, Douglas, AK 99824, UNITED STATES",Treadwell Herb Company LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Douglas,99824,,,2024-03-24T22:01:20.007861
33305,2157697,Ganja By Sarah,Retail Marijuana Store,Active-Operating,"7830 Old Seward Hwy, Anchorage, AK 99518, UNITED STATES",Ganja By Sarah,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,,,2024-03-24T22:01:20.007861
33609,2160550,The Culture,Retail Marijuana Store,Active-Operating,"2301 S Knik-Goose Bay Rd #1, Wasilla, AK 99654, UNITED STATES",The Culture,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-03-24T22:01:20.007861
33633,2160495,1717 Cannabis,Retail Marijuana Store,Delegated,"1717 College Road, Fairbanks, AK 99709, UNITED STATES",1717 Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-03-24T22:01:20.007861
34403,2166043,Enlighten Alaska,Retail Marijuana Store,Active-Pending Inspection,"7317 Old Seward Highway, Anchorage, AK 99518, UNITED STATES",Enlighten Alaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,,,2024-03-24T22:01:20.007861
34761,2168530,420 Green Street,Retail Marijuana Store,Active-Pending Inspection,"505 Front Street, Craig, AK 99921, UNITED STATES",420 Green Street,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Craig,99921,,,2024-03-24T22:01:20.007861
34794,1069832,KENAI RIVER CANNABIS,Retail Marijuana Store,Active-Operating,"Lot 1 Public Right of Way Road, Stebbins, AK 99671, UNITED STATES",KENAI RIVER CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Stebbins,99671,,,2024-03-24T22:01:20.007861
34856,2170048,The Tufted Puffin,Retail Marijuana Store,Delegated,"48380 Sterling Highway, Soldotna, AK 99669, UNITED STATES",The Tufted Puffin,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-03-24T22:01:20.007861
35328,2181828,Outlook Dispensary,Retail Marijuana Store,Delegated,"570 E Benson Blvd, Suite 20, Anchorage, AK 99503, UNITED STATES",Outlook Dispensary,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 20,Anchorage,,,2024-03-24T22:01:20.007861
35466,2187995,The Green Anchor,Retail Marijuana Store,Complete,"34145 Chapman St, Anchor Point, AK 99556, UNITED STATES",The Green Anchor,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchor Point,99556,,,2024-03-24T22:01:20.007861
35490,2175682,Sensimilla,Retail Marijuana Store,Delegated,"1431 Muldoon Road, Anchorage, AK 99504, UNITED STATES",Sensimilla,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,,,2024-03-24T22:01:20.007861
35531,2176236,Southside Growers Co-Op,Retail Marijuana Store,Active-Operating,"9400 Old Seward Highway, Anchorage, AK 99515, UNITED STATES",Southside Growers Co-Op,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,,,2024-03-24T22:01:20.007861
35626,2176719,Dutch Harbor Cannabis Co.,Retail Marijuana Store,Active-Pending Inspection,"749 E Broadway Avenue, Unalaska, AK 99685, UNITED STATES",Dutch Harbor Cannabis Co.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unalaska,99685,,,2024-03-24T22:01:20.007861
35631,1067746,HIGH VIBES LLC,Retail Marijuana Store,Active-Pending Inspection,"2145 Richardson Hwy, North Pole, AK 99705, UNITED STATES",HIGH VIBES LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Pole,99705,,,2024-03-24T22:01:20.007861
35633,2176609,Coastal Cannabis Company,Retail Marijuana Store,Active-Operating,"1900 Mineral Creek Loop Rd, Valdez, AK 99686, UNITED STATES",Coastal Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Valdez,99686,,,2024-03-24T22:01:20.007861
36580,1064577,THE TUFTED PUFFIN LLC,Retail Marijuana Store,Delegated,"408 Port Ave, Seward, AK 99664, UNITED STATES",THE TUFTED PUFFIN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Seward,99664,,,2024-03-24T22:01:20.007861
36739,1042820,"FAT TOPS, LLC.",Retail Marijuana Store,Complete,"33200 Sterling Hwy., Anchor Point, AK 99556, UNITED STATES","FAT TOPS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchor Point,99556,,,2024-03-24T22:01:20.007861
36831,2185730,BoomTown Buds,Retail Marijuana Store,Active-Pending Inspection,"200 4th Ave, Skagway, AK 99840, UNITED STATES",BoomTown Buds,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Skagway,99840,,,2024-03-24T22:01:20.007861
